m,p,t,c,a
0.0396510818180155,0.410819778829898,0.114424066699736,1,13.87
0.038317894595592,0.39661505820176,0.125825730914515,1,13.87
0.0382096104084322,0.409100716433244,0.115379496356947,1,13.87
0.0414743774712917,0.380668155164548,0.123826900536452,1,13.87
0.03877483093151,0.416513771652608,0.122204279299933,1,13.87
0.0408514788175946,0.39939568086167,0.123998616511922,1,13.87
0.0381019670260215,0.393429114834246,0.119843071516001,1,13.87
0.0402188351979581,0.407245935710318,0.12401931850104,1,13.87
0.0397503916733142,0.395986211554015,0.119281439449615,1,13.87
0.0397878134881464,0.418575604929912,0.119548178788105,1,13.87
0.0380861595711608,0.387691405258661,0.124777611126355,1,13.87
0.0384081846163044,0.39398794326712,0.116142553093303,1,13.87
0.0405639377995386,0.419030166406656,0.125047966220249,1,13.87
0.0416123387160442,0.387599975147785,0.12591138237269,1,13.87
0.0389101739830964,0.417748429170235,0.123730162489641,1,13.87
0.0408740080015775,0.415170262450289,0.124380741209641,1,13.87
0.0385451058734025,0.412231216373103,0.122173498160247,1,13.87
0.0417884616760779,0.418046909479903,0.114384967287818,1,13.87
0.0382710120525312,0.413077972068955,0.118755881342799,1,13.87
0.0393741351199688,0.418848389743297,0.12124086966777,1,13.87
0.0414533006445936,0.396803481936967,0.1148809320265,1,13.87
0.0407786169740037,0.413656987577047,0.122114950015106,1,13.87
0.0415816688687682,0.403496557193007,0.117902344351071,1,13.87
0.0388301537065509,0.391450104648724,0.123997300063265,1,13.87
0.0388023164308806,0.410590651862857,0.121391080712578,1,13.87
0.0400147650357688,0.39914807291152,0.121028362246232,1,13.87
0.0393963963546816,0.390440110274951,0.12107930898439,1,13.87
0.0383279356170891,0.394998233552135,0.115044101332104,1,13.87
0.0398129197823096,0.386443236209858,0.114718417784353,1,13.87
0.0391410950702597,0.387967128929967,0.12011774274628,1,13.87
0.04132041038035,0.388015422526803,0.119118758715419,1,13.87
0.0401071870917276,0.390771940450678,0.123214022733005,1,13.87
0.0384707494850881,0.380995528803642,0.119064481374662,1,13.87
0.0385024106234199,0.383696710153624,0.116792271281768,1,13.87
0.0404392439220037,0.395781082108301,0.122720380702631,1,13.87
0.0410008688173628,0.383149590915185,0.124415436613417,1,13.87
0.04118802850877,0.411455487516068,0.117976256971202,1,13.87
0.0413139585739538,0.4051651898802,0.117547483583161,1,13.87
0.0419540137225647,0.393760355682451,0.116875735994971,1,13.87
0.0416371594091989,0.405101618290141,0.123434751579363,1,13.87
0.0404675905370544,0.387336063247879,0.124123118964844,1,13.87
0.040607205342308,0.404512282863714,0.124485433646715,1,13.87
0.0408976999038707,0.396366177170517,0.12597184082757,1,13.87
0.0394126610143427,0.387308925648173,0.117850852216059,1,13.87
0.0417643389891645,0.415716267022409,0.125856625295524,1,13.87
0.0414968276705524,0.38648974002931,0.115760260957926,1,13.87
0.0411603437645682,0.382892064368296,0.116934233284419,1,13.87
0.0389301656343244,0.390194195160113,0.124946255542315,1,13.87
0.0381521360941008,0.40603329266351,0.123796402363156,1,13.87
0.0380459241895178,0.394624612892792,0.118953185306328,1,13.87
0.039853504059899,0.398640260501986,0.120577902388215,1,13.87
0.0400307702162968,0.411243653120879,0.117479581775777,1,13.87
0.0402986613224938,0.388155660324383,0.12066284366895,1,13.87
0.0401966268881542,0.382790793196754,0.124325370173785,1,13.87
0.038954528382682,0.395223408611144,0.11744839670144,1,13.87
0.0392757558850014,0.384294787013478,0.123673630420039,1,13.87
0.0400156194082217,0.381594033551644,0.121490325050538,1,13.87
0.039233095398743,0.39328199849524,0.125179118956516,1,13.87
0.0380002839727738,0.409031220161923,0.118793795031277,1,13.87
0.0405509695562826,0.397574080508554,0.121101229636571,1,13.87
0.0398163866899407,0.381963411035864,0.122636330072937,1,13.87
0.0396191951783823,0.38205650101576,0.125376055840122,1,13.87
0.0413105997907559,0.397945463733072,0.124613696570335,1,13.87
0.0405909469764602,0.400271330682225,0.114912274902546,1,13.87
0.0389243646232206,0.414407220148958,0.121612680670045,1,13.87
0.0386254211334931,0.417985877516506,0.118805075445274,1,13.87
0.0411939569314787,0.407454792780809,0.11400058013469,1,13.87
0.0419424799830157,0.380280148837888,0.114491151892528,1,13.87
0.040413626233427,0.381847611453049,0.119062463337858,1,13.87
0.0407906818282287,0.394519109028585,0.11789466057156,1,13.87
0.0403330094794174,0.389618191890619,0.118498398795986,1,13.87
0.0390345683387107,0.413892579699677,0.119124491308559,1,13.87
0.0401250869921572,0.417480761629801,0.118001069041129,1,13.87
0.0409859741618221,0.414557178750736,0.114264645239213,1,13.87
0.0412305017087378,0.40171131781835,0.119205396896763,1,13.87
0.0393404208121355,0.411124288189976,0.115160637040954,1,13.87
0.0410477962617116,0.405033329329142,0.114017898279068,1,13.87
0.0398274162886757,0.388862562255813,0.11845704822963,1,13.87
0.038242758188084,0.394561694965487,0.118522428888132,1,13.87
0.041673556720593,0.399094027030863,0.116164709256356,1,13.87
0.0413171978946173,0.40472495971617,0.121963194498135,1,13.87
0.0390450668975125,0.414899948666004,0.114064417528844,1,13.87
0.0403678873536013,0.416993562372873,0.119496058771053,1,13.87
0.0406198464482559,0.410569452336559,0.118555722796967,1,13.87
0.0405752080491752,0.409406181053522,0.121605858754469,1,13.87
0.0381379480772838,0.384034493566347,0.114500889345098,1,13.87
0.0413400117884039,0.402377363298466,0.11606426039791,1,13.87
0.0401686373156097,0.413210314245451,0.117809325243999,1,13.87
0.0408079752499813,0.400791345922376,0.117433755498985,1,13.87
0.0386112116090636,0.411356904388436,0.120225022677543,1,13.87
0.038434190227938,0.405257107003616,0.115520802816682,1,13.87
0.0387380015021838,0.399796443608129,0.118025287419794,1,13.87
0.0384206620844183,0.386145300718754,0.124479954599371,1,13.87
0.0380143367040645,0.412416609520482,0.116947468895614,1,13.87
0.0413571225979008,0.394222695407563,0.117782965401986,1,13.87
0.0395536929184173,0.392217593927958,0.123854109756876,1,13.87
0.0414058157910412,0.387811406238579,0.11826002960153,1,13.87
0.0403425254052239,0.398250031816271,0.11446138453966,1,13.87
0.0401859481800252,0.382730322665014,0.116558717580065,1,13.87
0.0405215174773414,0.412348854428828,0.114257880098785,1,13.87
0.0395951866607707,0.388387826993378,0.121054976882133,1,13.87
0.0409963039294339,0.417165796589293,0.12029454641186,1,13.87
0.0406691779975226,0.414850447869663,0.116175899150179,1,13.87
0.0387556408130477,0.387992648496987,0.123251591389281,1,13.87
0.0380188585487811,0.418214442002882,0.12452734800583,1,13.87
0.0399761009396144,0.401244067707715,0.11438712861589,1,13.87
0.041033408051677,0.403342509560247,0.118441404099193,1,13.87
0.0401087298323754,0.397948978615027,0.115708810861779,1,13.87
0.0406986811535286,0.409990510995669,0.117671110273495,1,13.87
0.0391998671941282,0.390963467001293,0.117245819784752,1,13.87
0.0392743008617671,0.394280177930939,0.122105782525505,1,13.87
0.0386000901762313,0.396862004883826,0.116554729737478,1,13.87
0.0405732245462219,0.413585868557812,0.116493549177268,1,13.87
0.0409284790065669,0.384190068743334,0.119334776569888,1,13.87
0.0407777054131374,0.417232319419274,0.11586180930445,1,13.87
0.0404347058121639,0.389717631381926,0.120699626357179,1,13.87
0.0398660190740943,0.406336202633198,0.123700192067087,1,13.87
0.0408435116560982,0.390533344630499,0.117553286881493,1,13.87
0.0403975068262796,0.411131897684771,0.115149194737105,1,13.87
0.0405249828448041,0.410612534595648,0.120187280399523,1,13.87
0.0397625584873267,0.411250763353144,0.125893751686994,1,13.87
0.0382399452217711,0.410669007925748,0.122698878750833,1,13.87
0.0388057258286775,0.39295354291409,0.121164946108396,1,13.87
0.0398057133589474,0.399852216113594,0.125659873662472,1,13.87
0.0419190613333935,0.388113253551389,0.11438002335914,1,13.87
0.0408788136075397,0.411091294468718,0.12173949334041,1,13.87
0.0406186093124878,0.381826253973707,0.124409817361057,1,13.87
0.0417878773428017,0.395179909953927,0.115614250752044,1,13.87
0.0415947363645443,0.411231615883281,0.11631649588638,1,13.87
0.0415732648792969,0.410830580302974,0.123505403304607,1,13.87
0.0387734907048364,0.405869563302884,0.115335443243493,1,13.87
0.0407396862897358,0.386281102728424,0.118480495635601,1,13.87
0.041637287724973,0.386427581459363,0.122855374584923,1,13.87
0.0387514263875659,0.40760057416211,0.117597795757453,1,13.87
0.0389431340057371,0.399573724033444,0.123099170599708,1,13.87
0.038991101121735,0.406128316707181,0.117969430608981,1,13.87
0.0406274248123875,0.417892795539953,0.124093852048291,1,13.87
0.0407499711373773,0.406568523354914,0.120125870204811,1,13.87
0.0395343530552445,0.413691769378625,0.117010020217918,1,13.87
0.0402438753970839,0.405066547613428,0.119396633473803,1,13.87
0.0418158284783691,0.412661093674659,0.122640757345128,1,13.87
0.0383318169113281,0.413564933439598,0.118206614398462,1,13.87
0.0403115655977331,0.382043461302144,0.116587848888299,1,13.87
0.039665205363474,0.415102331659542,0.115115504468019,1,13.87
0.0417433508700739,0.390614317395015,0.114428146436524,1,13.87
0.0403375199887673,0.409069711755979,0.118001932429185,1,13.87
0.041566549991002,0.413158503294013,0.118475394991682,1,13.87
0.039749603844264,0.400730868554872,0.120722267122877,1,13.87
0.0385132211550634,0.404419331569076,0.121362812483744,1,13.87
0.0414304398041207,0.384612186924834,0.124590180202737,1,13.87
0.0391992897520851,0.410116565724699,0.117182034017412,1,13.87
0.0389169388708824,0.382255422047452,0.123933372623226,1,13.87
0.0401676920041225,0.40498735863239,0.114004509866273,1,13.87
0.0380380662583312,0.410120058189942,0.122444517056498,1,13.87
0.0406816484590175,0.38363980216956,0.123871859885167,1,13.87
0.0384063527546053,0.383903574233159,0.115276287952898,1,13.87
0.0388039494077185,0.396927921432141,0.123708265842566,1,13.87
0.0390933993057415,0.412753152447985,0.116477596713121,1,13.87
0.0403040523117479,0.402548510684501,0.117776129833588,1,13.87
0.038520867388442,0.413706668279811,0.119695340274682,1,13.87
0.0411241682098694,0.407296974525869,0.115934622778294,1,13.87
0.0406749713220594,0.406349315391034,0.1217256712404,1,13.87
0.0412883938591228,0.404549843005216,0.125186663872117,1,13.87
0.038996812659451,0.381867688055759,0.114445686444321,1,13.87
0.0389736723937966,0.385827052673274,0.114527461821336,1,13.87
0.0413628949924356,0.389180681205473,0.122974068555721,1,13.87
0.0393530060532316,0.393168247127845,0.114799612863125,1,13.87
0.0399793265182102,0.39504386677603,0.118999039785383,1,13.87
0.0406541181149484,0.405420364582944,0.118082419659248,1,13.87
0.0407820224010346,0.403463081842205,0.12459290724608,1,13.87
0.0414403166691063,0.392814493768616,0.121963055804774,1,13.87
0.0407416448256156,0.419964990337463,0.119992728380471,1,13.87
0.0407736413369273,0.419800501139201,0.116524531286581,1,13.87
0.0386480300285127,0.389988879084313,0.118724492187094,1,13.87
0.0417140995346707,0.398108954149726,0.120318798919831,1,13.87
0.0412413055258741,0.412193528019068,0.115413849987731,1,13.87
0.0410909100906227,0.391393538194393,0.117229442854026,1,13.87
0.0394850012993415,0.399169626671547,0.119258492240815,1,13.87
0.0385645505745606,0.390646878381565,0.118181804666471,1,13.87
0.0380708721137317,0.3980298995633,0.124854980347828,1,13.87
0.0385737295239384,0.390339873463412,0.123495176588389,1,13.87
0.0412924741017265,0.417452110900894,0.116294059104102,1,13.87
0.039122439842433,0.396335497071778,0.116878234890547,1,13.87
0.0386572839652257,0.380101187779115,0.118879896327826,1,13.87
0.0387091020810483,0.403426319082503,0.122658218265988,1,13.87
0.0400343444785429,0.393037033176755,0.119458054767067,1,13.87
0.0407321074162732,0.416989125727803,0.117500947832067,1,13.87
0.0395661773644435,0.392755835372396,0.118802229925458,1,13.87
0.041812641508303,0.380175337530178,0.121217137675105,1,13.87
0.0405540265065021,0.384680591624444,0.122526153168655,1,13.87
0.0403390624338157,0.413902590843374,0.116768704434627,1,13.87
0.0381513126301352,0.413101868038964,0.114339140085264,1,13.87
0.0386992458654578,0.400162920366275,0.11995183437603,1,13.87
0.0402845583324594,0.38684062325851,0.124900236015995,1,13.87
0.0400107559675693,0.412883398807896,0.117452362054276,1,13.87
0.0401257525543712,0.383703745751744,0.119802531195418,1,13.87
0.0401723225862937,0.418268155002421,0.118410290131203,1,13.87
0.0409580421544534,0.392995398723065,0.121983438413142,1,13.87
0.0414307406903048,0.409945278626813,0.118774989844005,1,13.87
0.0403350253116214,0.400329751421819,0.122806449716461,1,13.87
0.0387765189448536,0.398195707283174,0.120223395663975,1,13.87
0.0411277597660496,0.386617319181453,0.119942687533143,1,13.87
0.0404870349478988,0.398284470979689,0.117065469493419,1,13.87
0.038366485985886,0.402461319374263,0.124226398523091,1,13.87
0.0401547900446403,0.406864683036184,0.124328190209819,1,13.87
0.0416427324611315,0.402269980332233,0.12430005391391,1,13.87
0.0386424636251912,0.389488603751781,0.121340920503289,1,13.87
0.0404286212595792,0.38946623340543,0.125202299207728,1,13.87
0.0407025410309765,0.395745432573007,0.121770044841346,1,13.87
0.0419598871873203,0.383744592511434,0.119620488626023,1,13.87
0.0417672727961459,0.405260466352775,0.121405391846167,1,13.87
0.0386061309472234,0.389786729049639,0.120601707464125,1,13.87
0.0400162553683323,0.412050073519199,0.121962180458551,1,13.87
0.0388321190807485,0.396124926038601,0.125018858719416,1,13.87
0.03887319989907,0.393956620014784,0.117215032564415,1,13.87
0.041513100454968,0.402200991049499,0.117898896793258,1,13.87
0.0404416144775623,0.383558505165722,0.11840166584847,1,13.87
0.0416912540502654,0.390434291541676,0.117174879498635,1,13.87
0.0396076311664389,0.415458236665018,0.119426244767719,1,13.87
0.0394918474642755,0.395268381676343,0.119497027810957,1,13.87
0.0409198050739817,0.393445282526498,0.119571575352447,1,13.87
0.0382557992992304,0.419308078150697,0.121155518186273,1,13.87
0.04188804235439,0.407546175747089,0.119855800424838,1,13.87
0.0397259517807252,0.388247790828189,0.120538198913756,1,13.87
0.0387480206786753,0.410808191813524,0.124048566012532,1,13.87
0.040522652282706,0.403743777957,0.123271231731452,1,13.87
0.0380329504601724,0.390736752187986,0.120406255670324,1,13.87
0.0416499640476733,0.384509541641315,0.117196104518529,1,13.87
0.0406437372916197,0.41343788365247,0.121616552763668,1,13.87
0.0402896813456389,0.399668452276525,0.123618164007804,1,13.87
0.0381954789087426,0.41949841163623,0.122990993740142,1,13.87
0.0393366663530882,0.403734079716713,0.124819731503802,1,13.87
0.0414736645356849,0.384145487935939,0.123447727313957,1,13.87
0.0392278673827238,0.38106081298306,0.122525470507748,1,13.87
0.038199551221129,0.389825256122204,0.125401881765668,1,13.87
0.041831899953089,0.393815441346293,0.124565378353885,1,13.87
0.0408577941466415,0.381988629789962,0.115287042745869,1,13.87
0.0396971178724471,0.402501027400227,0.122792695131657,1,13.87
0.0382365399355595,0.384782643520598,0.115569601819639,1,13.87
0.0386406834286743,0.401021210179288,0.122503105835009,1,13.87
0.0404417406772068,0.391663291892748,0.120610561963208,1,13.87
0.0416020650834429,0.382837145821479,0.12580501927239,1,13.87
0.0417559704282107,0.40687441593018,0.122718642249803,1,13.87
0.0385418936063827,0.412425723264298,0.124143511149692,1,13.87
0.0410235866444495,0.392846950150373,0.116858850804688,1,13.87
0.0396857763792392,0.406398350870722,0.114429344390549,1,13.87
0.0419902663467493,0.395365891055652,0.120351079691444,1,13.87
0.0386488032096588,0.416056780611951,0.117723456425591,1,13.87
0.0398367415179366,0.406567363522421,0.122194779804711,1,13.87
0.0401749198603157,0.386569185297372,0.124879063928549,1,13.87
0.041381123155918,0.41902808759227,0.12355641222644,1,13.87
0.0414924251496778,0.390702120827561,0.12529278005869,1,13.87
0.0416694815447278,0.381488082888882,0.121031763682477,1,13.87
0.0381821179129909,0.417008572397504,0.12301615289505,1,13.87
0.0408885361413266,0.391453280114506,0.125573682865269,1,13.87
0.0403888136912638,0.398606747860934,0.118936036551787,1,13.87
0.038899552750477,0.40171849255521,0.125371229572624,1,13.87
0.0381363883330684,0.395554223826071,0.12448703307292,1,13.87
0.0409876276843682,0.409644240589982,0.116757335368545,1,13.87
0.0386881621730395,0.413210108808726,0.118930134116058,1,13.87
0.039360087532092,0.415653409664149,0.124265117159641,1,13.87
0.0407294646822655,0.385983181075792,0.118924415512907,1,13.87
0.0402072106352035,0.410919926116094,0.122889001065454,1,13.87
0.0398548611144201,0.396032126287142,0.12532681315129,1,13.87
0.0402349902387234,0.392695812680483,0.125337247813151,1,13.87
0.0398575433967204,0.415161261407373,0.122792222479971,1,13.87
0.0384025774279168,0.380875131222321,0.115011563696131,1,13.87
0.0387532745383418,0.383005031630329,0.117948800524908,1,13.87
0.0393486841075532,0.402097894962127,0.125619736133366,1,13.87
0.0396005826623893,0.419630858127378,0.119544222049499,1,13.87
0.0399937612783503,0.419520156387182,0.120457192827374,1,13.87
0.0393568127926348,0.409160332644167,0.118987726532443,1,13.87
0.0382811665857498,0.395175822515107,0.120781908210881,1,13.87
0.0409346622493676,0.395249795829813,0.124855876978659,1,13.87
0.0415613923800138,0.390327027803178,0.118963885557314,1,13.87
0.0401833453369848,0.393800282844028,0.12174705628343,1,13.87
0.0403508331355121,0.390424120467651,0.124799350232746,1,13.87
0.0389116845493922,0.408674327708162,0.115195534244709,1,13.87
0.0389583222147087,0.396513556351899,0.117473278416656,1,13.87
0.0392392065621397,0.405337572081629,0.114271108804725,1,13.87
0.0388007552883227,0.395882256170311,0.119589966808852,1,13.87
0.0388840174297738,0.395295438247169,0.124881449228713,1,13.87
0.038180229268598,0.407584151756798,0.117577451283688,1,13.87
0.0387357261343789,0.402205869855025,0.121095581598081,1,13.87
0.0398502387637877,0.386110764598105,0.117102705920422,1,13.87
0.0419853896573603,0.402212412468693,0.121724145800724,1,13.87
0.0418112384623464,0.394655961634655,0.119630661466813,1,13.87
0.0383192268085376,0.401760324992878,0.122067683496711,1,13.87
0.0403932990084755,0.382496044709344,0.122851747365499,1,13.87
0.0383404294852666,0.381960279615446,0.114964838356185,1,13.87
0.0395541531002604,0.391519295219566,0.115796536093579,1,13.87
0.0384547636700115,0.40937925712202,0.124680268879948,1,13.87
0.0396323455642024,0.396554139911323,0.124544422666399,1,13.87
0.0385109751882174,0.388461445096085,0.116018971064096,1,13.87
0.0394582347438067,0.402067070137997,0.115576102416715,1,13.87
0.0394199512367384,0.40588320832095,0.119103396261658,1,13.87
0.0389718567399563,0.387537767853508,0.115832831045394,1,13.87
0.0418988766558222,0.416884048025198,0.11941563228101,1,13.87
0.0395022686481648,0.409726652512514,0.12481320938565,1,13.87
0.0418931559171594,0.38606020557178,0.115477892604297,1,13.87
0.0390305163536227,0.409127083730172,0.116680394759226,1,13.87
0.0386963542431298,0.403008852830957,0.119507793344353,1,13.87
0.0380260079580441,0.394696446454029,0.115952843052215,1,13.87
0.0416046025025391,0.397115664737702,0.120557719776494,1,13.87
0.04035558297053,0.396315413481077,0.121350935256225,1,13.87
0.038191872239577,0.398296898572078,0.123834325867039,1,13.87
0.0401997791146725,0.388037028147784,0.121655846816637,1,13.87
0.0408829826661271,0.396972178419928,0.120189492731488,1,13.87
0.0409985350749969,0.418482995426765,0.123088500442594,1,13.87
0.0398219887038187,0.400463313968527,0.116803321129849,1,13.87
0.0385768711543955,0.400935529574984,0.11884554282815,1,13.87
0.0394572887056363,0.3839430390508,0.121319626192748,1,13.87
0.0403226656589773,0.393220405884499,0.122957936632946,1,13.87
0.0384765381052356,0.397239549551271,0.115744131881523,1,13.87
0.0400547018055971,0.387402181077405,0.122703328879634,1,13.87
0.0387009874347955,0.413945365790591,0.123958906020815,1,13.87
0.0399501104940867,0.401417432845697,0.116346028242361,1,13.87
0.0391310929813592,0.41804193619879,0.122198019946793,1,13.87
0.0401949273546801,0.411118163826755,0.116798316719515,1,13.87
0.0394137126579765,0.383984802650324,0.118570043346647,1,13.87
0.0404564443076577,0.403036899770088,0.119396550156212,1,13.87
0.0396297691761652,0.415943449617532,0.118996098590839,1,13.87
0.0381438235397371,0.387122850837099,0.115126905807627,1,13.87
0.0387541158757598,0.398617630943121,0.116061280830871,1,13.87
0.0407011647054172,0.414755588821212,0.123083243216929,1,13.87
0.038879360093955,0.386919942306811,0.125072735613263,1,13.87
0.0395087897673704,0.385487942447669,0.115707044817489,1,13.87
0.0412317188983442,0.412992221476526,0.12497947409262,1,13.87
0.0398265500270409,0.405824585361653,0.122082050095704,1,13.87
0.0404534346603107,0.417109994252296,0.125138062943018,1,13.87
0.0390731744702218,0.417845765532287,0.115345531786087,1,13.87
0.0384380448304333,0.415931937989957,0.121622317753506,1,13.87
0.039873686937036,0.400556199514732,0.120537277084843,1,13.87
0.0402521178998939,0.388154906224489,0.118502122125613,1,13.87
0.0400606460729359,0.385152074407599,0.123957721463186,1,13.87
0.0392939059486606,0.386335614457803,0.124286133659352,1,13.87
0.0390785405743167,0.414424251879534,0.123614639875935,1,13.87
0.0415954124870177,0.385035569617223,0.124278368007267,1,13.87
0.0398154915847821,0.385123767495754,0.114986384520081,1,13.87
0.0409098191986209,0.399478920864161,0.120083097196458,1,13.87
0.0388618670485411,0.385434058684359,0.119302742231759,1,13.87
0.0389442779667662,0.391015896510774,0.115657425662302,1,13.87
0.0394892781520132,0.41946916889188,0.124306212867399,1,13.87
0.0403590984732242,0.389553403990416,0.116909156417779,1,13.87
0.0412650453336443,0.408517000325009,0.123298260971901,1,13.87
0.0411932876577234,0.400344598553578,0.115414838831647,1,13.87
0.0388217609309515,0.391677992176049,0.117490122148061,1,13.87
0.0386439480080989,0.408912389003164,0.123666786522153,1,13.87
0.0411683415833195,0.407912856314608,0.123340807976275,1,13.87
0.041638689678056,0.402126287284717,0.12427718653727,1,13.87
0.0412203882477269,0.396718453696041,0.121235176949547,1,13.87
0.0404331900834687,0.387024209557998,0.120216654432488,1,13.87
0.041384851298112,0.402912254479475,0.11611255484198,1,13.87
0.0406290095484722,0.388524731324706,0.119345019754703,1,13.87
0.0406620398363902,0.391975824888539,0.123270663088257,1,13.87
0.0383604797802274,0.409087170516545,0.122598221347732,1,13.87
0.0409460371885592,0.383349829814089,0.124700287433962,1,13.87
0.0402773576543982,0.413881729640886,0.11551949269622,1,13.87
0.0381978783193835,0.407695262385964,0.117519432151109,1,13.87
0.0401389558150823,0.393116920586896,0.125052264172021,1,13.87
0.0400919619081837,0.384907157499072,0.11510808058545,1,13.87
0.0408417241770856,0.419234723097978,0.125548188087158,1,13.87
0.0387476600379099,0.395574165797408,0.124621430121319,1,13.87
0.0405127833067567,0.418426461712862,0.116877144864967,1,13.87
0.0391448168735708,0.4167204771764,0.123702558871592,1,13.87
0.0386923957097018,0.41220751414281,0.118372796559291,1,13.87
0.0391536444243112,0.408747186578021,0.117942226942467,1,13.87
0.0413341810969592,0.38170005001543,0.125570005279251,1,13.87
0.0385474544654108,0.406097200194529,0.11796143972552,1,13.87
0.0406533644973291,0.416625472094749,0.115730079743907,1,13.87
0.0417587170562119,0.409381046703277,0.114279116885649,1,13.87
0.0384293813051021,0.391272692993008,0.124353360413928,1,13.87
0.0402963566236322,0.416878123831363,0.125740456957265,1,13.87
0.0382026881788192,0.396498252755844,0.117739775118359,1,13.87
0.0416591977033093,0.391386316837017,0.120899407240282,1,13.87
0.0408745128306275,0.416045775301505,0.114664692617608,1,13.87
0.0380310218482639,0.408715591816418,0.122530811922985,1,13.87
0.0414786209202902,0.386262487468752,0.124943562700488,1,13.87
0.0407442371928748,0.405595940295261,0.115891131955472,1,13.87
0.038794088034054,0.417272496567733,0.120488813923259,1,13.87
0.0388698539322032,0.405801315300529,0.123434693189353,1,13.87
0.0413471815159926,0.386521992037404,0.116439756915113,1,13.87
0.0389965201506474,0.393828055721285,0.125836563514942,1,13.87
0.0403850578787973,0.40309167842045,0.118836408233024,1,13.87
0.0411097011364898,0.398816139645497,0.115060649392955,1,13.87
0.0381743939082282,0.4059478536673,0.12279627393272,1,13.87
0.0411421886719023,0.416992965863593,0.120771004123341,1,13.87
0.0411741423244648,0.391351152483849,0.125905222140332,1,13.87
0.0401447182289776,0.415775938660771,0.116826615276063,1,13.87
0.0416302689549411,0.406549781013049,0.119229051524828,1,13.87
0.0395841411579683,0.398744202908959,0.119399989843708,1,13.87
0.0414832776714984,0.415331808973692,0.11811612567929,1,13.87
0.0392389130702057,0.417260553778424,0.115942774413657,1,13.87
